id,initial_review_count,initial_positive_review_count,initial_negative_review_count,initial_top_critic_review_count,initial_positive_review_ratio,initial_combined_sentiment_score,initial_combined_sentiment_label,log_initial_review_count,first_review_date,last_review_date_in_window
day_zero,8,1,7,5,0.125,-0.8095238095238095,negative,2.19722457733622,2008-01-18,2008-01-24
daybreakers,67,47,20,22,0.7014925373134329,0.3717948717948718,positive,4.219507705176107,2010-01-08,2010-01-15
daydream_nation,7,7,0,4,1.0,1.0,positive,2.079441541679836,2011-05-06,2011-05-11
daylight_2011,2,2,0,0,1.0,1.0,positive,1.0986122886681098,2011-07-18,2011-07-22
days_2021,7,6,1,4,0.8571428571428571,0.7777777777777778,positive,2.079441541679836,2021-08-13,2021-08-21
days_and_clouds,5,5,0,2,1.0,1.0,positive,1.791759469228055,2008-07-11,2008-07-13
days_and_nights_2013,2,0,2,1,0.0,-1.0,negative,1.0986122886681098,2014-09-26,2014-09-26
days_of_glory_2007,13,11,2,7,0.8461538461538461,0.696969696969697,positive,2.6390573296152584,2006-12-06,2006-12-15
days_of_the_bagnold_summer,11,10,1,8,0.9090909090909092,0.8,positive,2.4849066497880004,2021-02-19,2021-02-24
dayveon,6,5,1,3,0.8333333333333334,0.7333333333333333,positive,1.9459101490553128,2017-09-13,2017-09-21
dazed_and_confused,1,1,0,1,1.0,1.0,positive,0.6931471805599453,1993-09-10,1993-09-10
dc_league_of_super_pets,61,45,16,12,0.7377049180327869,0.4626865671641791,positive,4.127134385045092,2022-07-29,2022-08-06
de_de_pyaar_de,13,3,10,1,0.2307692307692307,-0.5555555555555556,negative,2.6390573296152584,2019-05-17,2019-05-17
de_gaulle,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,2021-10-22,2021-10-22
de_palma,30,28,2,15,0.9333333333333332,0.8933333333333333,positive,3.4339872044851463,2016-06-10,2016-06-17
de_rouille_et_dos_2012,7,7,0,4,1.0,1.0,positive,2.079441541679836,2012-11-23,2012-11-30
dead-of-night-2009,25,0,25,11,0.0,-1.0,negative,3.258096538021482,2011-04-29,2011-05-06
dead_again,1,1,0,1,1.0,1.0,positive,0.6931471805599453,1991-08-23,1991-08-23
dead_air_2021,2,0,2,0,0.0,-1.0,negative,1.0986122886681098,2021-02-24,2021-02-26
dead_alive,1,1,0,1,1.0,1.0,positive,0.6931471805599453,1993-02-12,1993-02-12
dead_awake_2010,3,1,2,1,0.3333333333333333,-0.4285714285714285,negative,1.3862943611198906,2010-12-04,2010-12-09
dead_awake_2017,2,0,2,1,0.0,-1.0,negative,1.0986122886681098,2017-05-12,2017-05-16
dead_envy,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2018-08-25,2018-08-25
dead_for_a_dollar_2022,28,16,12,5,0.5714285714285714,0.180327868852459,mixed,3.367295829986474,2022-09-28,2022-10-07
dead_girl,3,2,1,2,0.6666666666666666,0.25,positive,1.3862943611198906,2007-01-19,2007-01-27
dead_in_a_week,5,3,2,1,0.6,0.2727272727272727,positive,1.791759469228055,2018-11-30,2018-12-07
dead_man_down_2013,35,12,23,11,0.3428571428571428,-0.382716049382716,negative,3.58351893845611,2013-03-08,2013-03-15
dead_mans_burden_2013,3,1,2,1,0.3333333333333333,-0.1428571428571428,mixed,1.3862943611198906,2013-05-03,2013-05-05
dead_or_alive_final,6,3,3,3,0.5,0.0666666666666666,mixed,1.9459101490553128,2002-11-29,2002-12-03
dead_presidents,1,1,0,0,1.0,1.0,positive,0.6931471805599453,1995-10-06,1995-10-06
dead_silence,37,6,31,15,0.1621621621621621,-0.6629213483146067,negative,3.6375861597263857,2007-03-16,2007-03-24
dead_snow,17,13,4,6,0.7647058823529411,0.5,positive,2.8903717578961645,2009-06-19,2009-06-25
dead_trigger,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,2019-05-03,2019-05-03
dead_water,2,0,2,2,0.0,-1.0,negative,1.0986122886681098,2019-07-26,2019-07-28
deadfall_2012,15,4,11,7,0.2666666666666666,-0.4054054054054054,negative,2.772588722239781,2012-12-07,2012-12-14
deadlock_2021,2,0,2,0,0.0,-1.0,negative,1.0986122886681098,2021-12-09,2021-12-11
deadpool,91,78,13,10,0.8571428571428571,0.6875,positive,4.5217885770490405,2016-02-12,2016-02-20
deadpool_2,110,87,23,15,0.7909090909090909,0.5574468085106383,positive,4.709530201312334,2018-05-18,2018-05-27
dealing_with_idiots,15,5,10,11,0.3333333333333333,-0.4146341463414634,negative,2.772588722239781,2013-07-12,2013-07-19
dealt,1,1,0,1,1.0,1.0,positive,0.6931471805599453,2017-10-26,2017-10-26
dean,14,8,6,4,0.5714285714285714,0.125,mixed,2.70805020110221,2017-06-02,2017-06-09
dear_comrades,8,7,1,2,0.875,0.6666666666666666,positive,2.19722457733622,2021-01-29,2021-02-06
dear_dictator_2018,10,2,8,2,0.2,-0.5454545454545454,negative,2.3978952727983707,2018-03-16,2018-03-24
dear_evan_hansen,95,26,69,14,0.2736842105263158,-0.4705882352941176,negative,4.564348191467836,2021-09-24,2021-10-03
dear_frankie,32,25,7,16,0.78125,0.575,positive,3.49650756146648,2005-03-04,2005-03-11
dear_john,50,16,34,18,0.32,-0.3389830508474576,negative,3.9318256327243257,2010-02-05,2010-02-12
dear_mr_brody,11,10,1,5,0.9090909090909092,0.8518518518518519,positive,2.4849066497880004,2022-03-04,2022-03-05
dear_mr_watterson,16,10,6,7,0.625,0.1794871794871795,mixed,2.833213344056216,2013-11-15,2013-11-22
dear_santa_2020,20,17,3,3,0.85,0.6744186046511628,positive,3.044522437723423,2020-12-04,2020-12-13
dear_white_people,44,38,6,16,0.8636363636363636,0.7307692307692307,positive,3.80666248977032,2014-10-17,2014-10-25
dear_zindagi,3,3,0,1,1.0,1.0,positive,1.3862943611198906,2016-11-25,2016-12-02
dear_zoe,5,3,2,0,0.6,0.2,positive,1.791759469228055,2022-11-04,2022-11-09
death_at_a_funeral,36,25,11,14,0.6944444444444444,0.4186046511627907,positive,3.610917912644224,2007-08-17,2007-08-26
death_at_a_funeral_2010,55,21,34,11,0.3818181818181818,-0.2396694214876033,negative,4.02535169073515,2010-04-16,2010-04-24
death_becomes_her,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,1992-07-31,1992-07-31
death_defying_acts,8,2,6,6,0.25,-0.4545454545454545,negative,2.19722457733622,2008-07-11,2008-07-18
death_drop_gorgeous,5,3,2,0,0.6,0.2,positive,1.791759469228055,2021-09-10,2021-09-16
death_house,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2018-03-02,2018-03-02
death_in_texas,3,0,3,0,0.0,-1.0,negative,1.3862943611198906,2021-06-04,2021-06-04
death_of_a_nation,3,0,3,1,0.0,-1.0,negative,1.3862943611198906,2018-08-03,2018-08-07
death_of_a_president,44,13,31,20,0.2954545454545454,-0.4074074074074074,negative,3.80666248977032,2006-10-27,2006-11-02
death_of_a_telemarketer,3,1,2,1,0.3333333333333333,-0.4285714285714285,negative,1.3862943611198906,2021-12-03,2021-12-04
death_of_me,19,5,14,2,0.2631578947368421,-0.45,negative,2.995732273553991,2020-10-02,2020-10-09
death_on_the_nile_2022,108,69,39,18,0.6388888888888888,0.2649572649572649,positive,4.691347882229144,2022-02-11,2022-02-20
death_race,66,28,38,21,0.4242424242424242,-0.1633986928104575,mixed,4.204692619390966,2008-08-22,2008-08-29
death_rider_in_the_house_of_vampires,2,1,1,0,0.5,0.0,mixed,1.0986122886681098,2021-08-29,2021-09-02
death_sentence,73,13,60,31,0.1780821917808219,-0.672316384180791,negative,4.30406509320417,2007-08-31,2007-09-08
death_to_smoochy,53,23,30,20,0.4339622641509434,-0.2063492063492063,negative,3.9889840465642745,2002-03-29,2002-04-04
death_wish_2018,89,15,74,30,0.1685393258426966,-0.6923076923076923,negative,4.499809670330265,2018-03-02,2018-03-10
debs,18,7,11,8,0.3888888888888889,-0.2727272727272727,negative,2.9444389791664403,2005-03-25,2005-04-01
debt_collectors,2,1,1,1,0.5,-0.2,negative,1.0986122886681098,2020-05-29,2020-05-30
decade_of_fire,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2019-05-03,2019-05-03
decade_under_the_influence,5,4,1,5,0.8,0.6,positive,1.791759469228055,2003-04-25,2003-04-30
december_boys,37,18,19,19,0.4864864864864865,-0.075268817204301,mixed,3.6375861597263857,2007-09-14,2007-09-23
deception_2008,49,7,42,22,0.1428571428571428,-0.75,negative,3.912023005428146,2008-04-25,2008-05-04
decibel,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2022-12-02,2022-12-02
decision_to_leave,55,53,2,18,0.9636363636363636,0.921875,positive,4.02535169073515,2022-10-14,2022-10-23
deck_the_halls,39,2,37,17,0.0512820512820512,-0.8736842105263158,negative,3.688879454113936,2006-11-22,2006-12-01
declaration_of_war,8,7,1,4,0.875,0.8,positive,2.19722457733622,2012-01-27,2012-02-03
decoding_annie_parker,6,2,4,2,0.3333333333333333,-0.2857142857142857,negative,1.9459101490553128,2014-05-02,2014-05-09
deconstructing_dad_the_music_machines_and_mystery_of_raymond_scott,2,2,0,1,1.0,1.0,positive,1.0986122886681098,2012-07-13,2012-07-18
deep_2017,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,2017-08-25,2017-08-25
deep_end,22,19,3,10,0.8636363636363636,0.7777777777777778,positive,3.1354942159291497,2001-08-01,2001-08-10
deep_end_of_the_ocean,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,1999-03-12,1999-03-12
deep_impact,1,1,0,1,1.0,1.0,positive,0.6931471805599453,1998-05-08,1998-05-08
deep_in_the_heart,1,1,0,1,1.0,1.0,positive,0.6931471805599453,2012-02-17,2012-02-17
deep_in_the_heart_a_texas_wildlife_story,2,2,0,0,1.0,1.0,positive,1.0986122886681098,2022-06-03,2022-06-05
deep_sea_3d,11,11,0,5,1.0,1.0,positive,2.4849066497880004,2006-03-03,2006-03-11
deepsea_challenge_3d,9,6,3,4,0.6666666666666666,0.1818181818181818,mixed,2.302585092994046,2014-08-08,2014-08-16
deepwater_horizon,79,72,7,21,0.9113924050632912,0.8435754189944135,positive,4.382026634673881,2016-09-30,2016-10-07
defamation,6,4,2,4,0.6666666666666666,0.25,positive,1.9459101490553128,2009-11-20,2009-11-20
default,2,1,1,1,0.5,0.2,positive,1.0986122886681098,2014-10-17,2014-10-24
defiance_2008,45,20,25,16,0.4444444444444444,-0.1509433962264151,mixed,3.828641396489095,2009-01-16,2009-01-21
deja_vu,69,39,30,22,0.5652173913043478,0.15,mixed,4.248495242049359,2006-11-22,2006-12-01
delgo,20,2,18,7,0.1,-0.7872340425531915,negative,3.044522437723423,2008-12-12,2008-12-21
delhi-6,5,1,4,4,0.2,-0.5714285714285714,negative,1.791759469228055,2009-02-20,2009-02-27
delhi_belly_2011,6,6,0,3,1.0,1.0,positive,1.9459101490553128,2011-07-01,2011-07-08
deli_man,13,10,3,8,0.7692307692307693,0.4705882352941176,positive,2.6390573296152584,2015-02-27,2015-03-07
delias_gone,7,3,4,1,0.4285714285714285,-0.2,negative,2.079441541679836,2022-08-19,2022-08-26
delicious_2021,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2022-01-14,2022-01-14
delirium_2018,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2018-01-20,2018-01-20
deliver_us_from_eva,39,12,27,17,0.3076923076923077,-0.3684210526315789,negative,3.688879454113936,2003-02-07,2003-02-14
deliver_us_from_evil,15,15,0,7,1.0,1.0,positive,2.772588722239781,2006-10-13,2006-10-20
deliver_us_from_evil_2014,61,17,44,24,0.2786885245901639,-0.4520547945205479,negative,4.127134385045092,2014-07-02,2014-07-11
deliverance_creek,6,3,3,4,0.5,-0.125,mixed,1.9459101490553128,2014-09-16,2014-09-18
delivery_man,45,17,28,12,0.3777777777777777,-0.2549019607843137,negative,3.828641396489095,2013-11-22,2013-11-30
delivery_the_beast_within,5,5,0,1,1.0,1.0,positive,1.791759469228055,2014-05-30,2014-06-02
delovely,29,11,18,9,0.3793103448275862,-0.2537313432835821,negative,3.4011973816621555,2004-07-16,2004-07-23
delta_farce,35,2,33,15,0.0571428571428571,-0.8823529411764706,negative,3.58351893845611,2007-05-11,2007-05-20
delusions_of_guinevere,1,1,0,1,1.0,1.0,positive,0.6931471805599453,2014-11-14,2014-11-14
dementia_13_2017,2,0,2,1,0.0,-1.0,negative,1.0986122886681098,2017-10-06,2017-10-10
dementia_part_ii,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2021-05-23,2021-05-23
demi_soeur,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2014-02-09,2014-02-09
demigod,8,6,2,0,0.75,0.5,positive,2.19722457733622,2021-10-15,2021-10-20
demolition_2016,46,21,25,14,0.4565217391304347,-0.1320754716981132,mixed,3.8501476017100575,2016-04-08,2016-04-15
demon_2016,17,17,0,7,1.0,1.0,positive,2.8903717578961645,2016-09-09,2016-09-18
demon_house_2018,2,0,2,1,0.0,-1.0,negative,1.0986122886681098,2018-03-16,2018-03-20
demon_slayer_kimetsu_no_yaiba_the_movie_mugen_train,10,9,1,3,0.9,0.7391304347826086,positive,2.3978952727983707,2021-04-23,2021-04-30
demon_slayer_kimetsu_no_yaiba_to_the_swordsmith_village,4,3,1,1,0.75,0.3333333333333333,positive,1.6094379124341005,2023-03-03,2023-03-09
demonic_2021,42,8,34,4,0.1904761904761904,-0.6136363636363636,negative,3.7612001156935615,2021-08-20,2021-08-28
den_of_thieves,36,17,19,13,0.4722222222222222,-0.0588235294117647,mixed,3.610917912644224,2018-01-19,2018-01-26
denial_2016,9,8,1,0,0.8888888888888888,0.7777777777777778,positive,2.302585092994046,2016-10-21,2016-10-28
departed,109,101,8,26,0.926605504587156,0.860655737704918,positive,4.700480365792417,2006-10-06,2006-10-15
depeche_mode_spirits_in_the_forest,3,3,0,1,1.0,1.0,positive,1.3862943611198906,2019-11-21,2019-11-25
depraved,10,9,1,4,0.9,0.8333333333333334,positive,2.3978952727983707,2019-09-13,2019-09-19
der_turm_2014,2,1,1,0,0.5,0.0,mixed,1.0986122886681098,2014-11-08,2014-11-14
derailed,64,9,55,18,0.140625,-0.7123287671232876,negative,4.174387269895637,2005-11-11,2005-11-19
deranged_2012,2,2,0,1,1.0,1.0,positive,1.0986122886681098,2012-08-02,2012-08-03
derrida,4,4,0,2,1.0,1.0,positive,1.6094379124341005,2002-10-23,2002-10-26
descendant_2022,14,14,0,7,1.0,1.0,positive,2.70805020110221,2022-10-21,2022-10-29
descent,83,66,17,22,0.7951807228915663,0.5851063829787234,positive,4.430816798843313,2006-08-04,2006-08-13
desengagement-disengagement,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2009-10-16,2009-10-16
desert_bayou,6,4,2,2,0.6666666666666666,0.2857142857142857,positive,1.9459101490553128,2007-10-05,2007-10-12
desert_dancer,2,0,2,1,0.0,-1.0,negative,1.0986122886681098,2015-04-17,2015-04-24
desert_one,26,26,0,4,1.0,1.0,positive,3.295836866004329,2020-08-21,2020-08-30
desierto_2016,18,12,6,5,0.6666666666666666,0.2682926829268293,positive,2.9444389791664403,2016-10-14,2016-10-21
desolation_center,7,7,0,3,1.0,1.0,positive,2.079441541679836,2019-09-13,2019-09-19
desperate_endeavors_2012,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,2012-09-09,2012-09-09
despicable_me,75,58,17,18,0.7733333333333333,0.5476190476190477,positive,4.330733340286331,2010-07-09,2010-07-18
despicable_me_2,58,43,15,13,0.7413793103448276,0.5038759689922481,positive,4.07753744390572,2013-07-03,2013-07-12
despicable_me_3,60,35,25,16,0.5833333333333334,0.1470588235294117,mixed,4.110873864173311,2017-06-30,2017-07-07
destination_unknown_2016,3,3,0,2,1.0,1.0,positive,1.3862943611198906,2017-11-10,2017-11-10
destination_wedding,17,7,10,10,0.4117647058823529,-0.2272727272727272,negative,2.8903717578961645,2018-08-31,2018-09-09
destined,3,1,2,0,0.3333333333333333,-0.3333333333333333,negative,1.3862943611198906,2017-11-17,2017-11-21
destroyer,32,23,9,13,0.71875,0.4285714285714285,positive,3.49650756146648,2018-12-25,2019-01-03
det-rode-kapel,4,2,2,3,0.5,0.0909090909090909,mixed,1.6094379124341005,2010-12-29,2010-12-29
detachment,11,4,7,5,0.3636363636363636,-0.2592592592592592,negative,2.4849066497880004,2012-03-16,2012-03-22
detective_byomkesh_bakshy_2015,10,8,2,5,0.8,0.52,positive,2.3978952727983707,2015-04-06,2015-04-12
detective_chinatown_2,4,3,1,3,0.75,0.4545454545454545,positive,1.6094379124341005,2018-02-16,2018-02-19
detective_dee_and_the_mystery_of_the_phantom_flame,4,3,1,4,0.75,0.5,positive,1.6094379124341005,2011-09-02,2011-09-02
detective_dee_the_four_heavenly_kings,2,2,0,1,1.0,1.0,positive,1.0986122886681098,2018-07-27,2018-07-27
detective_k_secret_of_the_living_dead,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2018-02-16,2018-02-16
detective_knight_independence,2,0,2,0,0.0,-1.0,negative,1.0986122886681098,2023-01-20,2023-01-20
detective_knight_redemption,3,1,2,0,0.3333333333333333,-0.3333333333333333,negative,1.3862943611198906,2022-12-09,2022-12-13
detective_knight_rogue,2,0,2,0,0.0,-1.0,negative,1.0986122886681098,2022-10-22,2022-10-25
detention_2011,12,4,8,4,0.3333333333333333,-0.3571428571428571,negative,2.5649493574615367,2012-04-13,2012-04-20
detention_2021,3,2,1,2,0.6666666666666666,0.25,positive,1.3862943611198906,2021-10-13,2021-10-15
detour_2013,5,3,2,1,0.6,0.0909090909090909,mixed,1.791759469228055,2013-03-29,2013-04-03
detour_2017,6,3,3,2,0.5,-0.1428571428571428,mixed,1.9459101490553128,2017-01-20,2017-01-27
detroit_2017,58,40,18,15,0.6896551724137931,0.3282442748091603,positive,4.07753744390572,2017-08-04,2017-08-13
detropia_2012,11,11,0,6,1.0,1.0,positive,2.4849066497880004,2012-09-06,2012-09-14
deuce_bigelow_european_gigolo,56,6,50,19,0.1071428571428571,-0.7862595419847328,negative,4.04305126783455,2005-08-12,2005-08-21
deuces_wild,28,2,26,9,0.0714285714285714,-0.8769230769230769,negative,3.367295829986474,2002-05-03,2002-05-11
devil,57,28,29,16,0.4912280701754385,-0.0615384615384615,mixed,4.060443010546419,2010-09-17,2010-09-26
devil_came_on_horseback,13,12,1,6,0.9230769230769232,0.875,positive,2.6390573296152584,2007-07-25,2007-07-28
devils_backbone,9,8,1,3,0.8888888888888888,0.8095238095238095,positive,2.302585092994046,2001-11-21,2001-11-30
devils_domain,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2017-05-19,2017-05-19
devils_due,30,2,28,12,0.0666666666666666,-0.8611111111111112,negative,3.4339872044851463,2014-01-17,2014-01-26
devils_junction_handy_dandys_revenge,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2019-10-21,2019-10-21
devils_knot,18,1,17,7,0.0555555555555555,-0.8604651162790697,negative,2.9444389791664403,2014-05-09,2014-05-18
devils_path_2019,3,2,1,1,0.6666666666666666,0.1428571428571428,mixed,1.3862943611198906,2019-03-04,2019-03-06
devils_peak,14,5,9,3,0.3571428571428571,-0.2903225806451613,negative,2.70805020110221,2023-02-17,2023-02-24
devils_rejects,56,26,30,19,0.4642857142857143,-0.0687022900763358,mixed,4.04305126783455,2005-07-22,2005-07-31
devotion_2022,45,40,5,10,0.8888888888888888,0.76,positive,3.828641396489095,2022-11-23,2022-12-02
dhaakad_2022,3,0,3,0,0.0,-1.0,negative,1.3862943611198906,2022-05-20,2022-05-29
dhamma_brothers,8,6,2,2,0.75,0.5555555555555556,positive,2.19722457733622,2008-04-11,2008-04-15
dheepan,14,13,1,10,0.9285714285714286,0.8947368421052632,positive,2.70805020110221,2016-05-06,2016-05-13
dhobi_ghat,8,5,3,4,0.625,0.2,positive,2.19722457733622,2011-01-21,2011-01-29
dhoom_2,4,3,1,2,0.75,0.4,positive,1.6094379124341005,2006-11-28,2006-11-30
dhoom_3,7,6,1,5,0.8571428571428571,0.6842105263157895,positive,2.079441541679836,2013-12-20,2013-12-23
diablo_2016,8,1,7,3,0.125,-0.7894736842105263,negative,2.19722457733622,2016-01-08,2016-01-10
dial_a_prayer,2,2,0,0,1.0,1.0,positive,1.0986122886681098,2015-04-10,2015-04-10
diamantino,3,3,0,1,1.0,1.0,positive,1.3862943611198906,2019-05-24,2019-05-29
diamond_men,6,5,1,5,0.8333333333333334,0.6470588235294118,positive,1.9459101490553128,2001-09-28,2001-10-04
diamonds_are_forever,1,1,0,0,1.0,1.0,positive,0.6931471805599453,1971-12-17,1971-12-17
diana_2013,30,1,29,16,0.0333333333333333,-0.9473684210526316,negative,3.4339872044851463,2013-11-01,2013-11-09
diana_vreeland_the_eye_has_to_travel_2012,16,15,1,10,0.9375,0.8571428571428571,positive,2.833213344056216,2012-09-21,2012-09-28
diane_2019,27,24,3,8,0.8888888888888888,0.8064516129032258,positive,3.332204510175204,2019-03-29,2019-04-07
diary-of-the-dead2007,40,22,18,17,0.55,0.0927835051546391,mixed,3.713572066704308,2008-02-15,2008-02-22
diary_of_a_chambermaid_2016,5,4,1,3,0.8,0.6923076923076923,positive,1.791759469228055,2016-06-10,2016-06-15
diary_of_a_mad_black_woman,52,6,46,20,0.1153846153846153,-0.7580645161290323,negative,3.970291913552122,2005-02-25,2005-03-06
diary_of_a_wimpy_kid,35,18,17,11,0.5142857142857142,0.037037037037037,mixed,3.58351893845611,2010-03-19,2010-03-26
diary_of_a_wimpy_kid_2_rodrick_rules,30,12,18,9,0.4,-0.217391304347826,negative,3.4339872044851463,2011-03-25,2011-04-03
diary_of_a_wimpy_kid_dog_days,27,16,11,9,0.5925925925925926,0.238095238095238,positive,3.332204510175204,2012-08-03,2012-08-09
diary_of_a_wimpy_kid_the_long_haul,25,2,23,9,0.08,-0.8305084745762712,negative,3.258096538021482,2017-05-19,2017-05-28
dickie_roberts_former_child_star,65,13,52,24,0.2,-0.5974025974025974,negative,4.189654742026425,2003-09-05,2003-09-13
did_you_wonder_who_fired_the_gun,5,4,1,4,0.8,0.5714285714285714,positive,1.791759469228055,2018-02-28,2018-03-02
die_another_day,90,44,46,24,0.4888888888888889,-0.0490196078431372,mixed,4.51085950651685,2002-11-22,2002-12-01
die_hard_with_a_vengeance,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,1995-05-19,1995-05-19
die_in_a_gunfight,11,3,8,1,0.2727272727272727,-0.4782608695652174,negative,2.4849066497880004,2021-07-16,2021-07-24
die_mommie_die,22,14,8,10,0.6363636363636364,0.2962962962962963,positive,3.1354942159291497,2003-10-31,2003-11-04
die_wand,4,2,2,1,0.5,0.1111111111111111,mixed,1.6094379124341005,2013-06-07,2013-06-14
diery,2,1,1,0,0.5,0.0,mixed,1.0986122886681098,2020-08-25,2020-08-28
different_flowers,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2017-10-06,2017-10-06
difret,4,4,0,1,1.0,1.0,positive,1.6094379124341005,2015-10-23,2015-10-29
dig,16,15,1,9,0.9375,0.902439024390244,positive,2.833213344056216,2004-10-01,2004-10-08
dig_two_graves_2017,9,6,3,3,0.6666666666666666,0.4285714285714285,positive,2.302585092994046,2017-03-24,2017-03-29
digger_2020,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2022-05-23,2022-05-23
diggers,23,15,8,14,0.6521739130434783,0.3666666666666666,positive,3.1780538303479458,2007-04-27,2007-05-01
digging_for_fire,28,16,12,9,0.5714285714285714,0.1692307692307692,mixed,3.367295829986474,2015-08-21,2015-08-29
digging_up_the_marrow,5,1,4,1,0.2,-0.6363636363636364,negative,1.791759469228055,2015-02-20,2015-02-20
dil_bole_hadippa,1,0,1,0,0.0,-1.0,negative,0.6931471805599453,2009-09-24,2009-09-24
dilili_in_paris,11,7,4,3,0.6363636363636364,0.2,positive,2.4849066497880004,2019-10-04,2019-10-10
dilwale_2015,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2015-12-21,2015-12-21
diminished_capacity,7,2,5,4,0.2857142857142857,-0.5555555555555556,negative,2.079441541679836,2008-07-04,2008-07-10
dina_2017,6,6,0,3,1.0,1.0,positive,1.9459101490553128,2017-10-06,2017-10-12
dinner_for_schmucks,68,33,35,21,0.4852941176470588,-0.0573248407643312,mixed,4.23410650459726,2010-07-30,2010-08-08
dinner_in_america,4,3,1,1,0.75,0.5555555555555556,positive,1.6094379124341005,2022-05-27,2022-05-27
dinosaurs_3d_giants_of_patagonia,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2007-04-12,2007-04-12
dior_and_i,9,8,1,7,0.8888888888888888,0.76,positive,2.302585092994046,2015-04-10,2015-04-17
dirty_30,1,1,0,0,1.0,1.0,positive,0.6931471805599453,2016-09-30,2016-09-30
dirty_dancing_havana_nights,47,12,35,14,0.2553191489361702,-0.5,negative,3.871201010907891,2004-02-27,2004-03-05
dirty_girl_2011,14,3,11,5,0.2142857142857142,-0.6363636363636364,negative,2.70805020110221,2011-10-07,2011-10-14
dirty_grandpa,82,6,76,27,0.073170731707317,-0.8743455497382199,negative,4.418840607796598,2016-01-22,2016-01-31
dirty_love,10,0,10,4,0.0,-1.0,negative,2.3978952727983707,2005-09-23,2005-09-27
dirty_shame,8,7,1,4,0.875,0.7,positive,2.19722457733622,2004-09-13,2004-09-21
dirty_wars_2013,17,11,6,10,0.6470588235294118,0.2272727272727272,positive,2.8903717578961645,2013-06-07,2013-06-14
dis_honesty_the_truth_about_lies,4,4,0,2,1.0,1.0,positive,1.6094379124341005,2015-05-23,2015-05-26
disappearance_at_clifton_hill,12,7,5,2,0.5833333333333334,0.1538461538461538,mixed,2.5649493574615367,2020-02-28,2020-03-07
disappearance_of_alice_creed,25,19,6,16,0.76,0.4848484848484848,positive,3.258096538021482,2010-08-06,2010-08-13
disaster_movie,47,0,47,18,0.0,-1.0,negative,3.871201010907891,2008-08-29,2008-09-05
dischord,10,2,8,6,0.2,-0.6153846153846154,negative,2.3978952727983707,2003-02-23,2003-03-01
disconnect_2013,30,22,8,14,0.7333333333333333,0.4864864864864865,positive,3.4339872044851463,2013-04-12,2013-04-20
discreet_2018,1,1,0,1,1.0,1.0,positive,0.6931471805599453,2018-06-02,2018-06-02
disgrace,14,10,4,9,0.7142857142857143,0.5135135135135135,positive,2.70805020110221,2009-09-18,2009-09-25
dish,6,6,0,1,1.0,1.0,positive,1.9459101490553128,2001-04-27,2001-05-04
dishoom_2016,3,2,1,0,0.6666666666666666,0.3333333333333333,positive,1.3862943611198906,2016-07-29,2016-08-04
disneynature_bears,18,17,1,5,0.9444444444444444,0.902439024390244,positive,2.9444389791664403,2014-04-18,2014-04-25
disneynature_born_in_china,19,17,2,7,0.8947368421052632,0.7777777777777778,positive,2.995732273553991,2017-04-21,2017-04-27
disneynature_chimpanzee,34,30,4,14,0.8823529411764706,0.7317073170731707,positive,3.555348061489413,2012-04-20,2012-04-28
disneynature_earth_2009,63,54,9,24,0.8571428571428571,0.7333333333333333,positive,4.158883083359672,2009-04-22,2009-05-01
disneynature_monkey_kingdom,18,18,0,7,1.0,1.0,positive,2.9444389791664403,2015-04-17,2015-04-23
disneynature_oceans,47,37,10,25,0.7872340425531915,0.5966386554621849,positive,3.871201010907891,2010-04-22,2010-05-01
disneynature_penguins,34,31,3,7,0.9117647058823528,0.84,positive,3.555348061489413,2019-04-17,2019-04-26
disobedience_2017,20,15,5,3,0.75,0.4883720930232558,positive,3.044522437723423,2018-05-18,2018-05-25
disorder_2016,12,8,4,4,0.6666666666666666,0.3571428571428571,positive,2.5649493574615367,2016-08-12,2016-08-18
displacement,1,0,1,1,0.0,-1.0,negative,0.6931471805599453,2017-04-28,2017-04-28
distant,3,3,0,1,1.0,1.0,positive,1.3862943611198906,2004-03-12,2004-03-19
distant_constellation,2,1,1,1,0.5,0.2,positive,1.0986122886681098,2018-11-02,2018-11-05
